,index,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
39907,39907,23041972,Cozy one-bedroom in Astoria!,66652219997,unconfirmed,Christina,Queens,Astoria,40.76412,-73.92055,United States,US,False,moderate,Private room,2015.0,$87 ,$17 ,2.0,1.0
39908,39908,23042524,Private Room in Bushwick Loft,22512719070,verified,Kate,Brooklyn,Williamsburg,40.70326,-73.9336,United States,US,False,flexible,Private room,2013.0,$97 ,$19 ,2.0,5.0
39909,39909,23043077,Charming 2 bedroom in Soho,69582792934,unconfirmed,Ana,Manhattan,Nolita,40.72316,-73.99577,United States,US,True,flexible,Private room,2012.0,$203 ,$41 ,3.0,7.0
39910,39910,23043629,SUNLIT OASIS,34731649938,verified,Alex,Brooklyn,Williamsburg,40.71159,-73.96318,United States,US,False,moderate,Private room,2017.0,$391 ,$78 ,2.0,4.0
39911,39911,23044181,Come feel at home,26654509026,unconfirmed,Leticia,Manhattan,Harlem,40.81734,-73.95428,United States,US,True,strict,Private room,2006.0,"$1,091 ",$218 ,7.0,0.0
39912,39912,23044734,"Cozy, clean and quiet room in Bushwick.",67329506834,verified,Sebastian,Brooklyn,Bushwick,40.68991,-73.91349,United States,US,True,moderate,Private room,2010.0,$127 ,$25 ,2.0,8.0
39913,39913,23045286,Luxury on 5th Ave St. Regis 2 King BR Suite 5 Star,73520739482,unconfirmed,Alyssa,Manhattan,Midtown,40.76024,-73.97483,United States,US,True,strict,Entire home/apt,2013.0,"$1,124 ",$225 ,1.0,0.0
39914,39914,23045838,Charming 1BR by Washington Square Park Heart of NY,59456095478,verified,Alex,Manhattan,West Village,40.73236,-74.00213,United States,US,False,flexible,Entire home/apt,2015.0,$579 ,$116 ,3.0,20.0
39915,39915,23046391,"Newly Renovated Stylish Luxury 2 bedroom, first fl",67664578708,verified,Roberto,Bronx,West Farms,40.83942,-73.87518,United States,US,True,flexible,Entire home/apt,2020.0,$529 ,$106 ,2.0,4.0
39916,39916,23046943,Beautifully Renovated Small Mid Century Bedroom,81268722050,unconfirmed,Alexandra-Katherine,Manhattan,Lower East Side,40.72173,-73.9918,United States,US,False,flexible,Private room,2009.0,$671 ,$134 ,1.0,4.0
39917,39917,23047495,2nd bedroom still available for the holidays,47258302388,unconfirmed,Joseph,Brooklyn,Bedford-Stuyvesant,40.68098,-73.92229,United States,US,True,flexible,Private room,2005.0,$893 ,$179 ,1.0,0.0
39918,39918,23048047,"Amazing View in luxury building, Time Square",36432942558,unconfirmed,Max,Manhattan,Hell's Kitchen,40.75943,-74.00018,United States,US,True,flexible,Private room,2021.0,$848 ,$170 ,3.0,6.0
39919,39919,23048600,Nice Room Sunnyside 15 min to Times Sq (AC/TV),87834105700,unconfirmed,Grace,Queens,Sunnyside,40.73711,-73.91955,United States,US,True,strict,Private room,2007.0,$288 ,$58 ,1.0,37.0
39920,39920,23049152,1bdr apartment / 2 stops to Manhattan (D/N trains),79034629458,unconfirmed,Anna,Brooklyn,Sunset Park,40.64929,-74.00422,United States,US,False,flexible,Entire home/apt,2016.0,"$1,041 ",$208 ,2.0,5.0
39921,39921,23049704,Private Room Best LES Location- Read Description!,82219769486,unconfirmed,Andrea,Manhattan,Chinatown,40.71687,-73.99074,United States,US,False,moderate,Private room,2022.0,"$1,009 ",$202 ,4.0,12.0
39922,39922,23050257,"Bright, charming Fort Greene studio",49670791398,unconfirmed,Jaclyn,Brooklyn,Fort Greene,40.68941,-73.98098,United States,US,False,flexible,Entire home/apt,2022.0,$946 ,$189 ,3.0,4.0
39923,39923,23050809,Mother & Daughter bnb-Brooklyn,3498149106,unconfirmed,Mother & Daughter,Brooklyn,East Flatbush,40.63846,-73.92892,United States,US,True,flexible,Entire home/apt,2011.0,$700 ,$140 ,1.0,27.0
39924,39924,23051361,Gorgeous NYC Hideout 20min to Times Square,96762341217,unconfirmed,Konni,Queens,Sunnyside,40.7426,-73.92318,United States,US,True,strict,Entire home/apt,2015.0,$966 ,$193 ,4.0,3.0
39925,39925,23051914,Gorgeous Room in Lux Apt: Prime Upper East!,9342326703,verified,James,Manhattan,Upper East Side,40.77564,-73.94551,United States,US,False,strict,Private room,2021.0,"$1,171 ",$234 ,1.0,10.0
39926,39926,23052466,Spacious Sun-drenched two bedroom APT,60153096861,unconfirmed,Chafiq,Brooklyn,Clinton Hill,40.69303,-73.96196,United States,US,True,flexible,Entire home/apt,2004.0,$251 ,$50 ,1.0,19.0
39927,39927,23053018,Share Lg studio rm b2*2 blocks subway *Bronx Zoo,75857886537,unconfirmed,Monica,Bronx,Van Nest,40.84119,-73.87049,United States,US,True,moderate,Shared room,2019.0,$289 ,$58 ,10.0,2.0
39928,39928,23053570,Lovely Bushwick Garden Apartment,67454949289,unconfirmed,Marcela,Brooklyn,Bushwick,40.69157,-73.91288,United States,US,True,strict,Entire home/apt,2021.0,$719 ,$144 ,2.0,1.0
39929,39929,23054123,Stunning Penthouse 2 bedrooms full city view,94751975084,unconfirmed,Milan,Manhattan,Hell's Kitchen,40.7685,-73.99128,United States,US,False,moderate,Entire home/apt,2007.0,$923 ,$185 ,4.0,17.0
39930,39930,23054675,Entire Basement Apartment near LGA,39921409230,verified,Mainul,Queens,East Elmhurst,40.76592,-73.87388,United States,US,False,strict,Entire home/apt,2010.0,$384 ,$77 ,1.0,3.0
39931,39931,23055227,2 BEDROOM/3BED APT/TIME SQUARE/HELLS KITCHEN,51334021510,unconfirmed,Scott,Manhattan,Hell's Kitchen,40.76558,-73.98787,United States,US,True,moderate,Entire home/apt,2021.0,$577 ,$115 ,3.0,28.0
39932,39932,23055780,Center of Astoria,16284245603,unconfirmed,Anup,Queens,Ditmars Steinway,40.77594,-73.90799,United States,US,True,strict,Private room,2016.0,$604 ,$121 ,2.0,0.0
39933,39933,23056332,Splendid Midtown Studio w/ Gym + Doorman by Blueground,82592751600,unconfirmed,Blueground,Manhattan,Midtown,40.75146,-73.99,United States,US,False,flexible,Entire home/apt,2019.0,$641 ,$128 ,30.0,0.0
39934,39934,23056884,"Cheery Midtown 1BR w/ Doorman + Gym, near MSG by Blueground",76601840154,unconfirmed,Blueground,Manhattan,Midtown,40.75313,-73.98863,United States,US,True,flexible,Entire home/apt,2012.0,$821 ,$164 ,30.0,0.0
39935,39935,23057437,Modern apt near mall and trains. 25 min from city,65224079197,verified,Javier,Queens,Elmhurst,40.73162,-73.87584,United States,US,False,flexible,Entire home/apt,2009.0,$605 ,$121 ,1.0,1.0
39936,39936,23057989,Sweet Home,97437473956,unconfirmed,Dj,Brooklyn,Bushwick,40.69142,-73.92472,United States,US,True,flexible,Private room,2018.0,$569 ,$114 ,1.0,4.0
39937,39937,23058541,Beautiful and Convenient 2 Bedroom In Flushing,17256360723,unconfirmed,Alan,Queens,Flushing,40.75985,-73.82393,United States,US,False,flexible,Entire home/apt,2007.0,$314 ,$63 ,30.0,1.0
39938,39938,23059093,Manhattan modern living by the Chelsea High Line,46989509538,unconfirmed,Irwin,Manhattan,Chelsea,40.74382,-74.00463,United States,US,True,moderate,Entire home/apt,2007.0,"$1,045 ",$209 ,30.0,2.0
39939,39939,23059646,TWO BIG Rooms - a Park Slope Oasis,36514510750,unconfirmed,Tom,Brooklyn,South Slope,40.66617,-73.98862,United States,US,False,flexible,Private room,2005.0,$962 ,$192 ,2.0,15.0
39940,39940,23060198,Large Bedroom near Central Park and Mt Sinah,78014157450,unconfirmed,Jacqueline,Manhattan,East Harlem,40.79022,-73.9471,United States,US,True,moderate,Private room,2020.0,$870 ,$174 ,30.0,0.0
39941,39941,23060750,Beautiful 2 bed with a balocony,19236653464,unconfirmed,Gad,Brooklyn,Bedford-Stuyvesant,40.67878,-73.94446,United States,US,False,moderate,Entire home/apt,2010.0,$719 ,$144 ,2.0,0.0
39942,39942,23061303,Cute apartment,47370703281,verified,Danica,Queens,Ditmars Steinway,40.77776,-73.91455,United States,US,False,strict,Entire home/apt,2007.0,$329 ,$66 ,3.0,1.0
39943,39943,23061855,Charming studio close to everything,672355865,verified,Christina,Manhattan,Hell's Kitchen,40.76676,-73.98953,United States,US,False,moderate,Entire home/apt,2018.0,$981 ,$196 ,6.0,2.0
39944,39944,23062407,Upper West Manhattan Suite - Cozy Private Bedroom,19907890938,unconfirmed,Yao & Rain,Manhattan,Harlem,40.82179,-73.95283,United States,US,False,moderate,Private room,2017.0,$372 ,$74 ,3.0,11.0
39945,39945,23062960,Cozy Room 20 minutes away from the city,29211502628,verified,Saly,Queens,Sunnyside,40.74132,-73.91931,United States,US,True,moderate,Private room,2010.0,$569 ,$114 ,2.0,0.0
39946,39946,23063512,Columbia Univ Queen-bed in a Cozy Suite 5B,11547134767,verified,Yao & Rain,Manhattan,Harlem,40.82171,-73.95346,United States,US,False,flexible,Private room,2007.0,$596 ,$119 ,5.0,7.0
39947,39947,23064064,Sunny Boutique Condo on Picturesque Harlem Street,37086788625,unconfirmed,Jerry And Kate,Manhattan,East Harlem,40.80719,-73.94088,United States,US,False,flexible,Entire home/apt,2010.0,$787 ,$157 ,2.0,10.0
39948,39948,23064616,Upper West Manhattan Luxurious Master Bedroom 5C,63365802069,unconfirmed,Yao & Rain,Manhattan,Harlem,40.82343,-73.95469,United States,US,False,strict,Private room,2015.0,$989 ,$198 ,5.0,4.0
39949,39949,23065169,Upper West Manhattan Spacious Master Bedroom 1C,3136011040,unconfirmed,Yao & Rain,Manhattan,Harlem,40.8222,-73.95416,United States,US,True,strict,Private room,2019.0,$918 ,$184 ,5.0,2.0
39950,39950,23065721,纽约长岛市最新豪华网红楼王Jackson Park独立卧室出租!(出门就是地铁站!),1017606453,verified,Molly,Queens,Long Island City,40.74782,-73.93837,United States,US,False,moderate,Private room,2015.0,$673 ,$135 ,13.0,1.0
39951,39951,23066273,Upper West Manhattan Spacious Private Bedroom 1D,1022380030,verified,Yao & Rain,Manhattan,Harlem,40.82177,-73.95472,United States,US,True,moderate,Private room,2021.0,"$1,038 ",$208 ,4.0,13.0
39952,39952,23066826,Nice apartment with great view on the Hudson River,3822380011,verified,Nourdine,Manhattan,Washington Heights,40.85257,-73.94161,United States,US,False,strict,Entire home/apt,2013.0,$507 ,$101 ,2.0,1.0
39953,39953,23067378,Modern cheap huge 1bd apt next to Central Pk & sub,19528233674,unconfirmed,Helene,Manhattan,Harlem,40.79931,-73.95238,United States,US,False,flexible,Entire home/apt,2014.0,$791 ,$158 ,1.0,15.0
39954,39954,23067930,Pvt Room in Quiet Home Near JFK 6mi/LGA 10mi Lvdr,27956707698,verified,Kafayat,Queens,St. Albans,40.70522,-73.75063,United States,US,False,moderate,Private room,2006.0,$438 ,$88 ,2.0,11.0
39955,39955,23068483,Windsor Terrace Warm Artist Pad Prospect Park,86993137918,verified,Oleg,Brooklyn,Windsor Terrace,40.65329,-73.97987,United States,US,True,moderate,Entire home/apt,2019.0,$950 ,$190 ,2.0,1.0
39956,39956,23069035,You Will Love Our Beautiful 3 bed 3 Bath Home,45288982153,verified,Gad,Brooklyn,Bedford-Stuyvesant,40.68046,-73.94277,United States,US,True,moderate,Private room,2016.0,$760 ,$152 ,2.0,1.0
39957,39957,23069587,Espaço acolhedor e limpo próximo a Manhattan!,95793607987,verified,Andressa,Queens,Long Island City,40.75376,-73.94101,United States,US,True,strict,Private room,2004.0,$602 ,$120 ,3.0,16.0
39958,39958,23070139,"Come and enjoy ""Brooklyn is the new Manhattan""",63755381395,unconfirmed,Nusrat,Brooklyn,Bedford-Stuyvesant,40.68004,-73.94083,United States,US,False,flexible,Private room,2022.0,$653 ,$131 ,1.0,1.0
39959,39959,23070692,“Quincy Manor” in the heart of Bedford-Stuyvesant.,19066976565,unconfirmed,David,Brooklyn,Bedford-Stuyvesant,40.68858,-73.94534,United States,US,True,strict,Entire home/apt,2006.0,$398 ,$80 ,2.0,20.0
39960,39960,23071244,Private Room With a Balcony In a Modern Loft,48152552707,verified,Alex,Brooklyn,Williamsburg,40.70877,-73.94171,United States,US,False,strict,Private room,2020.0,$709 ,$142 ,6.0,8.0
39961,39961,23071796,PRIVATE ROOM in the heart of MANHATTAN,58049732378,verified,Tom,Manhattan,Hell's Kitchen,40.76769,-73.98649,United States,US,False,moderate,Private room,2011.0,$444 ,$89 ,2.0,1.0
39962,39962,23072349,GORGEOUS PRIME SOHO 3 BEDROOMS PENTHOUSE,82099090728,unconfirmed,Pirin,Manhattan,SoHo,40.72267,-74.00334,United States,US,True,moderate,Entire home/apt,2003.0,"$1,105 ",$221 ,2.0,17.0
39963,39963,23072901,Sleeper shared rm on subway bronx zoo 30m2NYC,26689168510,unconfirmed,Monica,Bronx,Van Nest,40.84087,-73.8699,United States,US,True,strict,Shared room,2021.0,$292 ,$58 ,10.0,3.0
39964,39964,23073453,Modern 2BR Williamsburg  Loft With a Balcony,94590206455,verified,Alex,Brooklyn,Williamsburg,40.70646,-73.94169,United States,US,False,strict,Entire home/apt,2006.0,"$1,157 ",$231 ,6.0,2.0
39965,39965,23074006,Boutique Brooklyn Loft,53392150332,unconfirmed,Eleanor And Alex,Brooklyn,Bushwick,40.69488,-73.93115,United States,US,True,moderate,Private room,2021.0,$419 ,$84 ,1.0,23.0
39966,39966,23074558,Luxury Bushwick design suite 15 min to Manhattan,39989014376,verified,Ana,Brooklyn,Bushwick,40.69975,-73.93865,United States,US,True,flexible,Private room,2022.0,"$1,060 ",$212 ,5.0,0.0
39967,39967,23075110,Cozy and Bright Bedroom for One or Two,75250165213,verified,Trisha,Queens,Ridgewood,40.7067,-73.91458,United States,US,False,flexible,Private room,2006.0,$800 ,$160 ,4.0,1.0
39968,39968,23075662,Modern & cozy bedroom in Manhattan,26367697715,unconfirmed,Souha,Manhattan,Harlem,40.82331,-73.95454,United States,US,False,strict,Private room,2022.0,$647 ,$129 ,2.0,6.0
39969,39969,23076215,Perfect location in Manhattan,95112066157,verified,Roland,Manhattan,Chelsea,40.7463,-73.9911,United States,US,True,moderate,Private room,2015.0,"$1,048 ",$210 ,1.0,0.0
39970,39970,23076767,Beautiful bedroom in Upper Manhattan,96549554415,verified,Souha,Manhattan,Harlem,40.82219,-73.95381,United States,US,False,moderate,Private room,2007.0,"$1,170 ",$234 ,2.0,10.0
39971,39971,23077319,Exposed Brick One Bedroom in the Heart of Soho,46295663338,verified,Zack,Manhattan,Nolita,40.72199,-73.99534,United States,US,True,strict,Entire home/apt,2021.0,$357 ,$71 ,1.0,3.0
39972,39972,23077872,Greenwich Village Prewar off Washington Sq Park!,10494485142,verified,Jacob,Manhattan,Greenwich Village,40.72956,-73.9986,United States,US,True,moderate,Entire home/apt,2014.0,$554 ,$111 ,3.0,3.0
39973,39973,23078424,In the heart of midtown manhattan - CONVENIENCE,67411048855,verified,Michael,Manhattan,Midtown,40.75094,-73.981,United States,US,True,flexible,Entire home/apt,2018.0,$401 ,$80 ,1.0,0.0
39974,39974,23078976,Single Room in the heart of Corona Queens,32369095878,unconfirmed,Clara,Queens,Corona,40.73729,-73.85595,United States,US,True,moderate,Private room,2014.0,$223 ,$45 ,2.0,4.0
39975,39975,23079529,Cute/Clean Affordable Room Close To Public Transp.,54875054235,unconfirmed,Samuel,Manhattan,Washington Heights,40.83845,-73.9412,United States,US,True,strict,Private room,2015.0,"$1,027 ",$205 ,1.0,1.0
39976,39976,23080081,Private room in a brand new brooklyn apartment,90908013154,unconfirmed,Jason,Brooklyn,Bedford-Stuyvesant,40.68368,-73.92623,United States,US,True,flexible,Private room,2005.0,$788 ,$158 ,1.0,63.0
39977,39977,23080633,"Private Bath, Private Room 2 blocks from NR trains",45809929029,verified,Jason,Brooklyn,Sunset Park,40.65035,-74.00974,United States,US,False,flexible,Private room,2011.0,$227 ,$45 ,2.0,2.0
39978,39978,23081185,Charming 1 Bedroom in Bushwick 20 min to Manhattan,47620797223,unconfirmed,Nate,Brooklyn,Bushwick,40.69936,-73.91729,United States,US,False,strict,Entire home/apt,2017.0,$812 ,$162 ,30.0,0.0
39979,39979,23081738,NY EMPIRE STATE DOUBLE DOUBLE ROOM,17451075967,unconfirmed,Hudson River Hotel,Manhattan,Hell's Kitchen,40.75589,-73.99642,United States,US,True,flexible,Private room,2022.0,$624 ,$125 ,1.0,13.0
39980,39980,23082290,2 bedroom apt in the heart of Bushwick (House),57063903283,verified,Robert,Brooklyn,Bushwick,40.69577,-73.92612,United States,US,False,moderate,Entire home/apt,2009.0,$293 ,$59 ,2.0,1.0
39981,39981,23082842,Cozy bedroom in spacious Crown Heights apartment!,22877983311,unconfirmed,Aaron,Brooklyn,Crown Heights,40.66527,-73.95729,United States,US,True,moderate,Private room,2016.0,$415 ,$83 ,1.0,1.0
39982,39982,23083395,Home in the heart of Brooklyn,13558637670,unconfirmed,Karen,Brooklyn,Bedford-Stuyvesant,40.69497,-73.94978,United States,US,True,moderate,Entire home/apt,2013.0,"$1,004 ",$201 ,30.0,0.0
39983,39983,23083947,"25 minutes from Manhattan, shared room",6764588259,verified,Dan,Brooklyn,Borough Park,40.63892,-73.9974,United States,US,False,strict,Shared room,2019.0,$325 ,$65 ,2.0,1.0
39984,39984,23084499,ENTIRE One Bedroom Apt Available 7/21-8/16,69936602150,unconfirmed,Maxine,Brooklyn,Prospect-Lefferts Gardens,40.66238,-73.95135,United States,US,False,strict,Entire home/apt,2008.0,$178 ,$36 ,7.0,0.0
39985,39985,23085052,LOFT 108,49580701057,verified,Mike,Brooklyn,Bushwick,40.69832,-73.93544,United States,US,True,flexible,Entire home/apt,2016.0,$907 ,$181 ,3.0,12.0
39986,39986,23085604,"Cozy home # 2 In Brooklyn 20 min from N,y,c. 3bed",76381264206,unconfirmed,Freddy,Brooklyn,Borough Park,40.61019,-73.97343,United States,US,False,strict,Entire home/apt,2007.0,"$1,002 ",$200 ,3.0,0.0
39987,39987,23086156,"Dvine Home,  5 Minutes from JFK, FREE parking",19682689298,verified,Flyn,Queens,Jamaica,40.67546,-73.7974,United States,US,False,flexible,Entire home/apt,2016.0,$196 ,$39 ,2.0,27.0
39988,39988,23086708,Premium Times Sqr 2 Bed 2 Bath ~ Rooftop,19163163674,verified,David And Natalia,Manhattan,Hell's Kitchen,40.76102,-73.98874,United States,US,False,moderate,Entire home/apt,2019.0,$782 ,$156 ,5.0,21.0
39989,39989,23087261,Nice place in Brooklyn .,21866855777,unconfirmed,Leon,Brooklyn,Greenpoint,40.73201,-73.95699,United States,US,True,strict,Private room,2006.0,$815 ,$163 ,5.0,0.0
39990,39990,23087813,Suíte Tati,13683677316,verified,Tatiane,Brooklyn,Sunset Park,40.64663,-73.9987,United States,US,True,strict,Private room,2010.0,$595 ,$119 ,7.0,0.0
39991,39991,23088365,Chateau New York!! 2 Bedrooms In BK,72968563219,unconfirmed,Shari,Brooklyn,Bedford-Stuyvesant,40.67795,-73.92145,United States,US,True,moderate,Entire home/apt,2017.0,$658 ,$132 ,7.0,1.0
39992,39992,23088918,Cozy Shared Studio 10 minutes from Times Square!,77353760388,verified,Ikenna,Manhattan,Harlem,40.80242,-73.94562,United States,US,False,moderate,Shared room,2018.0,$373 ,$75 ,1.0,0.0
39993,39993,23089470,Room 25 min away from Manhattan 7train/busQ67,27531167593,verified,Ara,Queens,Sunnyside,40.73718,-73.9209,United States,US,True,strict,Private room,2009.0,"$1,006 ",$201 ,3.0,8.0
39994,39994,23090022,Happy place to be,93998671229,unconfirmed,Dj,Brooklyn,Bushwick,40.69233,-73.92636,United States,US,False,strict,Private room,2021.0,$312 ,$62 ,7.0,1.0
39995,39995,23090575,New York - Upper East side cozy appartment,12869145821,verified,Armel,Manhattan,Upper East Side,40.77018,-73.95502,United States,US,False,strict,Private room,2008.0,$867 ,$173 ,3.0,2.0
39996,39996,23091127,Cozy private room in Greenwich Village,46718304880,verified,Bobby,Manhattan,Greenwich Village,40.72836,-73.99953,United States,US,True,strict,Private room,2007.0,"$1,157 ",$231 ,7.0,3.0
39997,39997,23091679,Large Bx condo 3 mins to Subway by Yankee Stadium,87860005794,verified,Will,Bronx,Fordham,40.85214,-73.90294,United States,US,True,strict,Entire home/apt,2009.0,$733 ,$147 ,2.0,12.0
39998,39998,23092231,Small Deluxe Private room near LGA (Room#01),76028103559,verified,Mili,Queens,East Elmhurst,40.76406,-73.87312,United States,US,False,strict,Private room,2014.0,$574 ,$115 ,1.0,65.0
39999,39999,23092784,Sunshine Room in Quiet Greenpoint Apartment,12608335213,verified,Paul,Brooklyn,Greenpoint,40.73752,-73.9535,United States,US,False,flexible,Private room,2007.0,$319 ,$64 ,2.0,9.0
40000,40000,23093336,Cozy room in a area with everything.female only pl,27596520471,verified,Nashwa,Brooklyn,Bay Ridge,40.6334,-74.0212,United States,US,True,strict,Private room,2020.0,$429 ,$86 ,1.0,0.0
40001,40001,23093888,Beautiful Apartment on the Upper West Side,23713934511,verified,Katy,Manhattan,Upper West Side,40.77391,-73.98874,United States,US,True,strict,Entire home/apt,2006.0,$472 ,$94 ,3.0,0.0
40002,40002,23094441,Cozy room in duplex apartment - terrace with view,94232064416,verified,Alessandro,Brooklyn,Crown Heights,40.67686,-73.93159,United States,US,True,flexible,Private room,2005.0,$838 ,$168 ,14.0,0.0
40003,40003,23094993,Private room in my apartment.,31823992075,unconfirmed,Naftali,Manhattan,Harlem,40.81425,-73.94549,United States,US,False,strict,Private room,2018.0,$650 ,$130 ,4.0,6.0
40004,40004,23095545,Private Bedroom in Chinatown/LES,42408887432,unconfirmed,Carolina,Manhattan,Two Bridges,40.71302,-73.99405,United States,US,False,moderate,Private room,2005.0,$302 ,$60 ,1.0,6.0
40005,40005,23096098,Luxury high floor 1bdrm in prime midtown location!,81400984056,verified,David,Manhattan,Midtown,40.75318,-73.98649,United States,US,True,flexible,Entire home/apt,2022.0,$201 ,$40 ,3.0,0.0
40006,40006,23096650,Estilo y tranquilidad en un mismo espacio,2540333478,unconfirmed,Yamid,Queens,Jackson Heights,40.74888,-73.87708,United States,US,True,flexible,Private room,2020.0,$215 ,$43 ,2.0,29.0
40007,40007,23097202,Calm Environment,21392789066,verified,Decidel,Queens,St. Albans,40.69278,-73.76192,United States,US,True,flexible,Entire home/apt,2007.0,$452 ,$90 ,2.0,11.0
40008,40008,23097754,Fun Spacious 3 Bed 2 bath Elevator Building,10453129732,unconfirmed,Yaacov,Manhattan,Upper East Side,40.77893,-73.95221,United States,US,False,flexible,Entire home/apt,2010.0,$407 ,$81 ,31.0,1.0
40009,40009,23098307,2 BEDROOMS 2 PERSONS EACH,37046112273,verified,Alexis,Manhattan,Harlem,40.82584,-73.95024,United States,US,False,strict,Private room,2007.0,"$1,129 ",$226 ,1.0,2.0
40010,40010,23098859,Brooklyn's Finest - LL,83118714934,verified,Cathy,Brooklyn,Williamsburg,40.71477,-73.96122,United States,US,False,strict,Entire home/apt,2005.0,$366 ,$73 ,2.0,25.0
40011,40011,23099411,Room + movie theater/gym/roof - 1 block to subway!,40310092587,unconfirmed,Laura,Brooklyn,Bedford-Stuyvesant,40.69162,-73.95435,United States,US,True,moderate,Private room,2011.0,$890 ,$178 ,2.0,9.0
40012,40012,23099964,长岛豪华公寓单间卧室低价短租交通无敌便利,3693881152,unconfirmed,辣辣,Queens,Long Island City,40.74779,-73.9382,United States,US,True,flexible,Private room,2005.0,$643 ,$129 ,2.0,0.0
40013,40013,23100516,Blue Modern 93,12448135685,verified,Qing,Queens,Queens Village,40.72218,-73.73396,United States,US,False,moderate,Entire home/apt,2013.0,$338 ,$68 ,1.0,59.0
40014,40014,23101068,"Luxury Astoria 1BD apt, 15 min from Manhattan",55065140730,verified,Eugene,Queens,Long Island City,40.75576,-73.93071,United States,US,True,strict,Entire home/apt,2014.0,$939 ,$188 ,3.0,2.0
40015,40015,23101621,Prime East Village 1BR,75676849440,verified,Anish,Manhattan,East Village,40.72435,-73.98715,United States,US,True,moderate,Entire home/apt,2020.0,"$1,060 ",$212 ,5.0,2.0
40016,40016,23102173,Elegant 2 bedroom in Chelsea,85284818153,unconfirmed,Robyn,Manhattan,Chelsea,40.74244,-74.00274,United States,US,True,flexible,Entire home/apt,2013.0,$908 ,$182 ,2.0,13.0
40017,40017,23102725,"Two BR, entire top floor, 23 Minutes to Manhattan",96767893869,unconfirmed,Margareth,Brooklyn,Bedford-Stuyvesant,40.6828,-73.95303,United States,US,True,flexible,Entire home/apt,2011.0,$783 ,$157 ,30.0,1.0
40018,40018,23103277,"Terrific Tribeca 2BR, Indoor pool, Gym + Rooftop by Blueground",94719191962,unconfirmed,Blueground,Manhattan,Tribeca,40.71696,-74.00689,United States,US,False,flexible,Entire home/apt,2004.0,$247 ,$49 ,30.0,0.0
40019,40019,23103830,Studio Apartment in East Village,21523245043,unconfirmed,Steph,Manhattan,East Village,40.73033,-73.98518,United States,US,False,moderate,Entire home/apt,2005.0,$564 ,$113 ,30.0,0.0
40020,40020,23104382,Village/soho  |  2Br + Skylights,32694581275,unconfirmed,James,Manhattan,Greenwich Village,40.72785,-73.99933,United States,US,True,strict,Entire home/apt,2021.0,$739 ,$148 ,31.0,18.0
40021,40021,23104934,NY MIDTOWN DOUBLE ROOM,85817041335,unconfirmed,Hudson River Hotel,Manhattan,Hell's Kitchen,40.756,-73.99783,United States,US,True,moderate,Private room,2022.0,$127 ,$25 ,1.0,20.0
40022,40022,23105487,Paradise in New York City 2,80737585005,unconfirmed,Shama,Manhattan,Harlem,40.82269,-73.94969,United States,US,True,moderate,Entire home/apt,2011.0,$887 ,$177 ,2.0,24.0
40023,40023,23106039,AFFORDABLE LUXURY...ENTIRE APARTMENT @ Its Best!,72988494698,unconfirmed,Festus Atu,Manhattan,Inwood,40.86856,-73.92623,United States,US,False,flexible,Entire home/apt,2014.0,"$1,153 ",$231 ,1.0,12.0
40024,40024,23106591,Master bedroom in Bedstuy,18323031997,verified,Olabimpe,Brooklyn,Bedford-Stuyvesant,40.69079,-73.93115,United States,US,True,moderate,Private room,2005.0,$620 ,$124 ,3.0,11.0
40025,40025,23107144,"Huge Apartment & Private Bathroom, Upper East Side",18900736859,verified,Jonathan,Manhattan,Upper East Side,40.76521,-73.96337,United States,US,True,moderate,Private room,2020.0,$176 ,$35 ,3.0,14.0
40026,40026,23107696,6 minutes from JFK Private Bedroom/Bathroom,15811744289,verified,Lakshmee,Queens,Springfield Gardens,40.6667,-73.78469,United States,US,False,strict,Private room,2022.0,$989 ,$198 ,1.0,86.0
40027,40027,23108248,HOME AWAY,56135571740,unconfirmed,Ismail,Brooklyn,Crown Heights,40.67637,-73.91352,United States,US,True,strict,Private room,2016.0,$648 ,$130 ,1.0,6.0
40028,40028,23108800,nice suite available in victorian home.,2748043022,unconfirmed,Davied,Queens,Bayswater,40.61127,-73.76451,United States,US,False,strict,Private room,2013.0,$59 ,$12 ,5.0,0.0
40029,40029,23109353,Shared Room 4 FEMALE Guests 30mins to Manhattan-3,19911493100,unconfirmed,Abby,Brooklyn,Sheepshead Bay,40.59726,-73.95951,United States,US,False,moderate,Shared room,2011.0,$869 ,$174 ,3.0,1.0
40030,40030,23109905,1 bedroom spacious and bright apt near SOHO,64511088342,unconfirmed,Steven,Manhattan,Chinatown,40.71744,-73.99559,United States,US,True,moderate,Entire home/apt,2015.0,$625 ,$125 ,2.0,10.0
40031,40031,23110457,Times Square 3bedroom,799670315,verified,Chemme,Manhattan,Hell's Kitchen,40.76186,-73.99608,United States,US,True,flexible,Entire home/apt,2003.0,$859 ,$172 ,2.0,5.0
40032,40032,23111010,Manhattan second unit,72352294125,verified,Sara,Manhattan,Upper West Side,40.77783,-73.98433,United States,US,True,strict,Shared room,2015.0,$981 ,$196 ,3.0,0.0
